🔓┃解锁,#genre#

笑傲江湖2：东方不败,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=31210

花木兰2020普通话版,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=27473

龙门飞甲,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=442

致命武器4,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=389

给爸爸的信,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=378

洪熙官,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=335

封神传奇,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=276



▶️┃刘德华,#genre#
龙腾四海,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=372502
未来警察,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=366076
杨家将,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=342649
淮剧状元与乞丐柏华版,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=332372
妈祖,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=50580
您好！母亲大人,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=62887
山狗1999,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=326285
第一茧,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=325943
最佳男朋友,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=325942
神奇绿巨人,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=325912
面纱,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=325900
扫毒2：天地对决,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=325835
最佳损友2018,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=325512
无间道3：终极无间,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=325451
职场无间道,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=325449
追光少女,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=325091
劝导,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=325069
同床异客,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=323894
壮志凌云,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=323750
旺角卡门,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=322702
停不了的爱,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=322685
五亿探长雷洛传2：父子情仇,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=322683
魔鬼军团,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=322186
五鼠闹东京,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=309586
黑帮老妈,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=305632
枪口,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=303042
乱世红粉,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=300677
101次抢婚,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=214097
阿飞正传,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=293103
黑白禁区,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=292108
战地迷情,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=233329
人尽皆知,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=289565
侠盗联盟,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=289399
笑八仙前传之驯妖记,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=289397
一呼一吸,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=289389
特鲁曼,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=289336
见龙卸甲,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=289200
卫斯理蓝血人,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=289169
最佳损友闯情关,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=289151
黑金,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=289150
再说一次我爱你,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=289149
肝胆相照,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=289148
同根生,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=289143

▶️┃洪金宝,#genre#

新蜀山剑侠,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=330524
杀手狂龙,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=326188
密宗威龙,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=326185
破戒,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=326180
黄飞鸿之英雄有梦,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=325616
夺命金剑,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=325406
如珠如宝的人生,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=325194
飞燕金刀,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=325137
夺帅,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=324078
王牌替身,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=305644
替身小子,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=295771
边缘行者,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=292687
离线枕边人,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=292431
僵尸先生3：灵幻先生,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=291457
北地虎,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=289201
北少林,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=289199
合气道,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=289195
三德和尚与舂米六,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=289184
黄飞鸿少林拳,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=289179
瘦虎肥龙,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=289174
夺命旅行,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=289152
五福星撞鬼,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=288276
少林寺传奇之东归英雄,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=50633
锦衣卫,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=275260
臭头小子,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=274832
富贵兵团,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=271583
洪福齐天,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=271582
群龙戏凤,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=261090
龙凤贼捉贼,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=260839
誓不忘情,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=257746
摩登笑探,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=257744
奇谋妙计五福星,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=256960
三国之见龙卸甲,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=256315
跆拳震九州,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=251992
叶问前传,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=247605
老虎煞星,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=246754
皇家女将,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=246744
最佳福星,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=229530
绿洲,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=229507
阴阳法王,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=226721
山东响马,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=224580
非常宣言,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=202039
杀破狼,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=98234
黄金宝藏,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=96859
追女仔,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=77648
艳窟神探,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=74321
死亡游戏,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=74257
杂家小子,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=74251
一触即发香港版,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=74164
没有小鸟的天空,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=74108
东方秃鹰,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=61650
八两金,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=61326
蜀山传,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=57959
绝色武器,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=57941
女子跆拳群英会,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=57841
六刺客,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=57790
画皮之阴阳法王,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=57629
救命卡特,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=50229
咸鱼翻生,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=49491


▶️┃林正英,#genre#
少林英雄之方世玉与洪熙官,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=369917
妖怪都市,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=369915
神勇双响炮,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=330521
密宗威龙,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=326185
驱魔警察,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=325613
天地玄门,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=325404
笑傲侠仪黄大仙,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=325397
僵尸至尊,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=325220
离线枕边人,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=292431
僵尸先生3：灵幻先生,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=291457
合气道,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=289195
飞龙夺宝,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=289194
马路小英雄,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=289189
三德和尚与舂米六,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=289184
钱作怪,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=289183
黄面老虎,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=289178
洪福齐天,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=271582
笑傲江湖,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=265254
誓不忘情,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=257746
灵幻先生,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=256962
一枝花和尚,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=250603
僵尸先生5驱魔警察,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=255986
鬼打鬼之黄金道士,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=248374
一眉道人,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=248372
老虎煞星,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=246754
侠女,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=231664
精武门,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=230926
阴阳法王,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=226721
人吓鬼,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=219193
血玫瑰,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=212843
英雄无泪,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=74323
杂家小子,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=74251
新僵尸先生,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=69088
东方秃鹰,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=61650
僵尸先生2：僵尸家族,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=61542
人鬼神,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=61540
金装鬼打鬼,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=57982
唐山大兄,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=57817
画皮之阴阳法王,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=57629
咸鱼翻生,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=49491
驱魔道长,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=46210
笑傲江湖1990,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=46156
赢钱专家,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=43978
鬼打鬼,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=40537
老虎田鸡,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=40475
血玫瑰（1988）,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=38545
音乐殭尸,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=38449
音乐僵尸,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=38448
灵幻至尊,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=34843
搏命单刀夺命枪,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=34803
中国最后一个太监,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=34573
龙的心,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=27535
追魂伞,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=27498
舞台姐妹,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=27471
灵幻先生（1987）,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=3443
黄飞鸿之一代宗师,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=434
小英雄大闹唐人街,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=279
双龙出海,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=248
僵尸先生,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=230

▶️┃古天乐,#genre#

暗杀风暴,href=http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=399159,
京剧普天乐,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=395009
扫毒3：人在天涯,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=380980
命案,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=380743
无间之战,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=379990
龙城岁月2005,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=369592
高海拔之恋2,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=369541
神探驾到,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=369219
巴黎假期,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=369177
刑事侦缉档案第四部,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=342681
天地男儿国语,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=342584
创世纪,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=275269
神雕侠侣古天乐版,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=157165
家有喜事2009,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=330513
阴阳路之升棺发财,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=326287
野兽之瞳,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=326281
保持通话,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=326278
枪王之王,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=326277
当男人变成女人,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=325946
窃听风云2,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=325926
窃听风云,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=325924
新家法,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=325922
生日快乐,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=325921
追龙2：追缉大富豪,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=325873
花田喜事2010,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=325556
反贪风暴,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=325101
牧野传奇,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=323623
追龙Ⅱ,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=292990
窃听风云3,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=289381
黑社会2：以和为贵,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=289134
大内密探灵灵狗,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=288339
呖咕呖咕新年财,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=288282
不倒侠,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=288019
单身男女2,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=287895
百年好合,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=287814
谜城,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=287789
巴黎假期2014,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=287690
圆月弯刀,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=112674
倚天屠龙记之圣火雄风,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=265224
寻秦记国语,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=39696
阴阳路4与鬼同行,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=251955
我们这一家,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=247534
柔道龙虎榜,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=246737
杀破狼2,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=246735
梅艳芳,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=246712
使徒行者2：谍影行动,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=219120
家和万事惊,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=219056
武林怪兽,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=219054
还是觉得你最好,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=211853
明日战记,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=205707
把乐带回家2014,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=172583
恋情告急,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=77546
反贪风暴2,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=74060
人间·小团圆,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=74047
反贪风暴3,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=64853
喵星人,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=64095
冲上云霄,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=61693
龙在边缘,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=61648
阴阳路,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=61634
阴阳路5：一见发财,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=61635
鬼马狂想曲,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=61535
脱皮爸爸,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=61498
河东狮吼,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=61441
干柴烈火（2002）,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=61389
八星抱喜,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=61327
爆裂刑警,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=57909
危城,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=57807
倚天屠龙记之九阳神功,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=50695

▶️┃张学友,#genre#

倩女幽魂3：道道道,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=322704
全城热恋,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=322703
我要富贵,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=295772
笑傲江湖,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=265254
超级学校霸王,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=246760
东邪西毒1994,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=226723
猛鬼差馆,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=222740
妖兽都市,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=201605
鼠胆熊心,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=77668
临时同居,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=77476
江湖,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=74260
爱情梦幻号,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=61745
明月照尖东,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=57882
喋血街头,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=57818
不欺不遇,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=53865
笑傲江湖1990,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=46156
子弹出租,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=46050
墨斗先生,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=44576
射雕英雄传之东成西就,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=43833
男人四十,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=40247
倩女幽魂2：人间道,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=38212


▶️┃梁朝伟,#genre#

大魔术师,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=44491
伤城,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=44019
韩城攻略,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=40530
最佳拍档之醉街拍档,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=34817
踢到宝,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=30978
无间道电影,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=27397
天下无双,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=27352
东邪西毒,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=27300
听风者,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=27146
赤壁上,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=3673


▶️┃梁家辉,#genre#

赌侠之人定胜天,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=325925
救姜刑警,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=325923
战·修罗,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=325836
镇魂歌,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=325783
魔警,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=325709
猎妖术,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=325506
激战电影版,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=325396
陀地驱魔人,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=325221
我的恋爱药方,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=323779
有情天地无情刀,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=323671
契妈唔易做,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=322686
渔岛怒潮,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=295211
战·鼓,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=293344
沉默的证人,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=40427
逆流而上,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=292661
大南迁,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=235683
天龙八部1982版,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=231681
美人鱼村,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=289449
龙门驿站之秋娘泪,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=289429
特殊保镖,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=289229
明月几时有,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=289205
寒战,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=289146
赌侠2002,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=289132
化骨龙与千年虫,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=289131
深夜食堂电影版,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=288314
江东战神少年周瑜,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=288216


▶️┃沈 腾,#genre#

满江红,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=287677
麻花特开心,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=255749
欢乐喜剧人老友季,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=174382
飞驰人生,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=239355
羞羞的铁拳,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=229427
西虹市首富,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=209821
独行月球,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=204587
2022北京卫视春节联欢晚会,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=190974
独行月球4K,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=107625
我和我的家乡,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=77550
年兽大作战,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=77540
温暖的抱抱,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=61448
李茶的姑妈,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=61427
夏洛特烦恼,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=61362
独行月球TC版,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=49955
四海,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=46022
龙虾刑警,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=40548
你好李焕英,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=38209
囧妈,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=30822
疯狂的外星人,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=26791
我的青春有个你,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=26695
妖铃铃,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=3363
一念天堂,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=3281
▶️┃黄 渤,#genre#

封神第一部：朝歌风云,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=400738
好戏一出,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=398012
忘不了农场,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=387167
2020山东春晚,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=385850
忘不了餐厅,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=385537
极限挑战第二季,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=385452
忘不了家族日记,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=385277
请回答！王牌,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=385187
王牌对王牌第4季,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=382692
极限挑战第九季,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=248501
痞子英雄之全面开战,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=369496
民兵葛二蛋,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=346128
疯狂的赛车,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=326186
上车走吧,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=325189
大闹天竺,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=325099
穿过寒冬拥抱你武汉话,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=323665
穿过寒冬拥抱你,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=292671
痞子英雄：全面开战,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=289190
天台2007版,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=289188
锋刃,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=288708
厨子戏子痞子,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=287888
